COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
NEAR SOUTH SIDE,2025,5,TURNING,4
NEAR SOUTH SIDE,2025,6,ANGLE,1
NEAR SOUTH SIDE,2025,6,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,6,OTHER NONCOLLISION,1
NEAR SOUTH SIDE,2025,6,PARKED MOTOR VEHICLE,6
NEAR SOUTH SIDE,2025,6,REAR END,5
NEAR SOUTH SIDE,2025,6,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,6,SIDESWIPE SAME DIRECTION,6
NEAR SOUTH SIDE,2025,6,TURNING,4
NEAR SOUTH SIDE,2025,7,ANGLE,3
NEAR SOUTH SIDE,2025,7,FIXED OBJECT,4
NEAR SOUTH SIDE,2025,7,PARKED MOTOR VEHICLE,4
NEAR SOUTH SIDE,2025,7,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,7,REAR END,19
NEAR SOUTH SIDE,2025,7,REAR TO FRONT,2
NEAR SOUTH SIDE,2025,7,SIDESWIPE OPPOSITE DIRECTION,3
NEAR SOUTH SIDE,2025,7,SIDESWIPE SAME DIRECTION,6
NEAR SOUTH SIDE,2025,7,TURNING,7
NEAR SOUTH SIDE,2025,8,ANGLE,3
NEAR SOUTH SIDE,2025,8,FIXED OBJECT,3
NEAR SOUTH SIDE,2025,8,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,8,PARKED MOTOR VEHICLE,11
NEAR SOUTH SIDE,2025,8,PEDALCYCLIST,1
NEAR SOUTH SIDE,2025,8,REAR END,21
NEAR SOUTH SIDE,2025,8,REAR TO FRONT,2
NEAR SOUTH SIDE,2025,8,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,8,SIDESWIPE OPPOSITE DIRECTION,1
NEAR SOUTH SIDE,2025,8,SIDESWIPE SAME DIRECTION,16
NEAR SOUTH SIDE,2025,8,TURNING,12
NEAR SOUTH SIDE,2025,9,ANGLE,2
NEAR SOUTH SIDE,2025,9,FIXED OBJECT,1
NEAR SOUTH SIDE,2025,9,OTHER NONCOLLISION,2
NEAR SOUTH SIDE,2025,9,OVERTURNED,1
NEAR SOUTH SIDE,2025,9,PARKED MOTOR VEHICLE,15
NEAR SOUTH SIDE,2025,9,PEDALCYCLIST,1
NEAR SOUTH SIDE,2025,9,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,9,REAR END,19
NEAR SOUTH SIDE,2025,9,REAR TO FRONT,3
NEAR SOUTH SIDE,2025,9,REAR TO REAR,1
NEAR SOUTH SIDE,2025,9,SIDESWIPE OPPOSITE DIRECTION,1
NEAR SOUTH SIDE,2025,9,SIDESWIPE SAME DIRECTION,15
NEAR SOUTH SIDE,2025,9,TURNING,11
NEAR SOUTH SIDE,2025,10,ANGLE,2
NEAR SOUTH SIDE,2025,10,FIXED OBJECT,5
NEAR SOUTH SIDE,2025,10,HEAD ON,2
NEAR SOUTH SIDE,2025,10,PARKED MOTOR VEHICLE,13
NEAR SOUTH SIDE,2025,10,PEDESTRIAN,2
NEAR SOUTH SIDE,2025,10,REAR END,8
NEAR SOUTH SIDE,2025,10,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,10,SIDESWIPE OPPOSITE DIRECTION,1
NEAR SOUTH SIDE,2025,10,SIDESWIPE SAME DIRECTION,14
NEAR SOUTH SIDE,2025,10,TURNING,9
NEAR SOUTH SIDE,2025,11,ANGLE,3
NEAR SOUTH SIDE,2025,11,FIXED OBJECT,1
NEAR SOUTH SIDE,2025,11,OTHER NONCOLLISION,1
NEAR SOUTH SIDE,2025,11,PARKED MOTOR VEHICLE,13
NEAR SOUTH SIDE,2025,11,PEDALCYCLIST,1
NEAR SOUTH SIDE,2025,11,PEDESTRIAN,2
NEAR SOUTH SIDE,2025,11,REAR END,11
NEAR SOUTH SIDE,2025,11,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,11,REAR TO SIDE,3
NEAR SOUTH SIDE,2025,11,SIDESWIPE SAME DIRECTION,13
NEAR SOUTH SIDE,2025,11,TURNING,9
NEAR SOUTH SIDE,2025,12,ANGLE,5
NEAR SOUTH SIDE,2025,12,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,12,PARKED MOTOR VEHICLE,9
NEAR SOUTH SIDE,2025,12,PEDALCYCLIST,2
NEAR SOUTH SIDE,2025,12,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,12,REAR END,18
NEAR SOUTH SIDE,2025,12,REAR TO FRONT,2
NEAR SOUTH SIDE,2025,12,REAR TO SIDE,2
NEAR SOUTH SIDE,2025,12,SIDESWIPE SAME DIRECTION,16
NEAR SOUTH SIDE,2025,12,TURNING,13
NEAR SOUTH SIDE,2025,13,ANGLE,4
NEAR SOUTH SIDE,2025,13,PARKED MOTOR VEHICLE,14
NEAR SOUTH SIDE,2025,13,PEDALCYCLIST,2
NEAR SOUTH SIDE,2025,13,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,13,REAR END,14
NEAR SOUTH SIDE,2025,13,REAR TO FRONT,4
NEAR SOUTH SIDE,2025,13,REAR TO REAR,1
NEAR SOUTH SIDE,2025,13,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,13,SIDESWIPE SAME DIRECTION,18
NEAR SOUTH SIDE,2025,13,TURNING,11
NEAR SOUTH SIDE,2025,14,ANGLE,5
NEAR SOUTH SIDE,2025,14,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,14,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,14,PARKED MOTOR VEHICLE,17
NEAR SOUTH SIDE,2025,14,PEDALCYCLIST,4
NEAR SOUTH SIDE,2025,14,PEDESTRIAN,6
NEAR SOUTH SIDE,2025,14,REAR END,25
NEAR SOUTH SIDE,2025,14,REAR TO FRONT,2
NEAR SOUTH SIDE,2025,14,REAR TO REAR,1
NEAR SOUTH SIDE,2025,14,SIDESWIPE SAME DIRECTION,23
NEAR SOUTH SIDE,2025,14,TURNING,20
NEAR SOUTH SIDE,2025,15,ANGLE,3
NEAR SOUTH SIDE,2025,15,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,15,HEAD ON,1
NEAR SOUTH SIDE,2025,15,OTHER OBJECT,4
NEAR SOUTH SIDE,2025,15,PARKED MOTOR VEHICLE,15
NEAR SOUTH SIDE,2025,15,PEDALCYCLIST,1
NEAR SOUTH SIDE,2025,15,PEDESTRIAN,2
NEAR SOUTH SIDE,2025,15,REAR END,22
NEAR SOUTH SIDE,2025,15,REAR TO FRONT,4
NEAR SOUTH SIDE,2025,15,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,15,SIDESWIPE SAME DIRECTION,16
NEAR SOUTH SIDE,2025,15,TURNING,12
NEAR SOUTH SIDE,2025,16,ANGLE,8
NEAR SOUTH SIDE,2025,16,FIXED OBJECT,1
NEAR SOUTH SIDE,2025,16,PARKED MOTOR VEHICLE,23
NEAR SOUTH SIDE,2025,16,PEDALCYCLIST,2
NEAR SOUTH SIDE,2025,16,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,16,REAR END,18
NEAR SOUTH SIDE,2025,16,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,16,REAR TO SIDE,2
NEAR SOUTH SIDE,2025,16,SIDESWIPE SAME DIRECTION,23
NEAR SOUTH SIDE,2025,16,TURNING,14
NEAR SOUTH SIDE,2025,17,ANGLE,6
NEAR SOUTH SIDE,2025,17,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,17,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,17,PARKED MOTOR VEHICLE,10
NEAR SOUTH SIDE,2025,17,PEDALCYCLIST,3
NEAR SOUTH SIDE,2025,17,PEDESTRIAN,3
NEAR SOUTH SIDE,2025,17,REAR END,19
NEAR SOUTH SIDE,2025,17,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,17,REAR TO REAR,1
NEAR SOUTH SIDE,2025,17,SIDESWIPE SAME DIRECTION,17
NEAR SOUTH SIDE,2025,17,TURNING,20
NEAR SOUTH SIDE,2025,18,ANGLE,2
NEAR SOUTH SIDE,2025,18,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,18,OTHER NONCOLLISION,1
NEAR SOUTH SIDE,2025,18,OTHER OBJECT,2
NEAR SOUTH SIDE,2025,18,PARKED MOTOR VEHICLE,9
NEAR SOUTH SIDE,2025,18,PEDALCYCLIST,2
NEAR SOUTH SIDE,2025,18,PEDESTRIAN,5
NEAR SOUTH SIDE,2025,18,REAR END,14
NEAR SOUTH SIDE,2025,18,SIDESWIPE SAME DIRECTION,29
NEAR SOUTH SIDE,2025,18,TURNING,13
NEAR SOUTH SIDE,2025,19,ANGLE,4
NEAR SOUTH SIDE,2025,19,FIXED OBJECT,1
NEAR SOUTH SIDE,2025,19,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,19,PARKED MOTOR VEHICLE,10
NEAR SOUTH SIDE,2025,19,PEDALCYCLIST,1
NEAR SOUTH SIDE,2025,19,PEDESTRIAN,3
NEAR SOUTH SIDE,2025,19,REAR END,10
NEAR SOUTH SIDE,2025,19,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,19,REAR TO SIDE,1
NEAR SOUTH SIDE,2025,19,SIDESWIPE SAME DIRECTION,7
NEAR SOUTH SIDE,2025,19,TURNING,12
NEAR SOUTH SIDE,2025,20,FIXED OBJECT,2
NEAR SOUTH SIDE,2025,20,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,20,PARKED MOTOR VEHICLE,11
NEAR SOUTH SIDE,2025,20,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,20,REAR END,12
NEAR SOUTH SIDE,2025,20,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,20,SIDESWIPE SAME DIRECTION,9
NEAR SOUTH SIDE,2025,20,TURNING,9
NEAR SOUTH SIDE,2025,21,ANGLE,7
NEAR SOUTH SIDE,2025,21,FIXED OBJECT,3
NEAR SOUTH SIDE,2025,21,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,21,PARKED MOTOR VEHICLE,10
NEAR SOUTH SIDE,2025,21,PEDESTRIAN,1
NEAR SOUTH SIDE,2025,21,REAR END,13
NEAR SOUTH SIDE,2025,21,SIDESWIPE SAME DIRECTION,11
NEAR SOUTH SIDE,2025,21,TURNING,6
NEAR SOUTH SIDE,2025,22,ANGLE,5
NEAR SOUTH SIDE,2025,22,FIXED OBJECT,1
NEAR SOUTH SIDE,2025,22,OTHER OBJECT,1
NEAR SOUTH SIDE,2025,22,PARKED MOTOR VEHICLE,7
NEAR SOUTH SIDE,2025,22,PEDESTRIAN,2
NEAR SOUTH SIDE,2025,22,REAR END,11
NEAR SOUTH SIDE,2025,22,REAR TO REAR,1
NEAR SOUTH SIDE,2025,22,SIDESWIPE SAME DIRECTION,13
NEAR SOUTH SIDE,2025,22,TURNING,7
NEAR SOUTH SIDE,2025,23,ANGLE,4
NEAR SOUTH SIDE,2025,23,FIXED OBJECT,6
NEAR SOUTH SIDE,2025,23,OVERTURNED,1
NEAR SOUTH SIDE,2025,23,PARKED MOTOR VEHICLE,9
NEAR SOUTH SIDE,2025,23,PEDESTRIAN,2
NEAR SOUTH SIDE,2025,23,REAR END,18
NEAR SOUTH SIDE,2025,23,REAR TO FRONT,1
NEAR SOUTH SIDE,2025,23,SIDESWIPE SAME DIRECTION,13
NEAR SOUTH SIDE,2025,23,TURNING,6
NEAR SOUTH SIDE,2026,0,FIXED OBJECT,2
NEAR SOUTH SIDE,2026,0,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,0,REAR END,1
NEAR SOUTH SIDE,2026,0,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,0,TURNING,1
NEAR SOUTH SIDE,2026,1,REAR END,1
NEAR SOUTH SIDE,2026,2,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,2,OTHER OBJECT,1
NEAR SOUTH SIDE,2026,2,REAR END,1
NEAR SOUTH SIDE,2026,5,ANGLE,1
NEAR SOUTH SIDE,2026,5,PARKED MOTOR VEHICLE,2
NEAR SOUTH SIDE,2026,5,TURNING,1
NEAR SOUTH SIDE,2026,6,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,6,REAR END,1
NEAR SOUTH SIDE,2026,6,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,6,TURNING,2
NEAR SOUTH SIDE,2026,7,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,7,PARKED MOTOR VEHICLE,3
NEAR SOUTH SIDE,2026,7,REAR END,4
NEAR SOUTH SIDE,2026,7,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,8,ANGLE,1
NEAR SOUTH SIDE,2026,8,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,8,PARKED MOTOR VEHICLE,4
NEAR SOUTH SIDE,2026,8,REAR END,8
NEAR SOUTH SIDE,2026,8,SIDESWIPE SAME DIRECTION,3
NEAR SOUTH SIDE,2026,8,TURNING,1
NEAR SOUTH SIDE,2026,9,PARKED MOTOR VEHICLE,3
NEAR SOUTH SIDE,2026,9,REAR END,2
NEAR SOUTH SIDE,2026,9,REAR TO SIDE,1
NEAR SOUTH SIDE,2026,9,SIDESWIPE SAME DIRECTION,3
NEAR SOUTH SIDE,2026,9,TURNING,1
NEAR SOUTH SIDE,2026,10,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,10,PARKED MOTOR VEHICLE,3
NEAR SOUTH SIDE,2026,10,REAR END,1
NEAR SOUTH SIDE,2026,10,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,10,TURNING,1
NEAR SOUTH SIDE,2026,11,PARKED MOTOR VEHICLE,3
NEAR SOUTH SIDE,2026,12,PARKED MOTOR VEHICLE,2
NEAR SOUTH SIDE,2026,12,REAR TO REAR,1
NEAR SOUTH SIDE,2026,12,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,13,ANGLE,1
NEAR SOUTH SIDE,2026,13,PARKED MOTOR VEHICLE,3
NEAR SOUTH SIDE,2026,13,REAR END,2
NEAR SOUTH SIDE,2026,13,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,13,TURNING,1
NEAR SOUTH SIDE,2026,14,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,14,REAR END,1
NEAR SOUTH SIDE,2026,14,TURNING,1
NEAR SOUTH SIDE,2026,15,ANGLE,1
NEAR SOUTH SIDE,2026,15,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,15,PEDALCYCLIST,1
NEAR SOUTH SIDE,2026,15,REAR END,2
NEAR SOUTH SIDE,2026,15,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,15,TURNING,2
NEAR SOUTH SIDE,2026,16,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,16,REAR END,1
NEAR SOUTH SIDE,2026,16,REAR TO FRONT,1
NEAR SOUTH SIDE,2026,16,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,17,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,17,PEDESTRIAN,1
NEAR SOUTH SIDE,2026,17,REAR END,3
NEAR SOUTH SIDE,2026,17,SIDESWIPE SAME DIRECTION,4
NEAR SOUTH SIDE,2026,17,TURNING,4
NEAR SOUTH SIDE,2026,18,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,18,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,18,TURNING,5
NEAR SOUTH SIDE,2026,19,PARKED MOTOR VEHICLE,1
NEAR SOUTH SIDE,2026,19,REAR TO FRONT,1
NEAR SOUTH SIDE,2026,19,SIDESWIPE SAME DIRECTION,3
NEAR SOUTH SIDE,2026,19,TURNING,1
NEAR SOUTH SIDE,2026,20,REAR END,3
NEAR SOUTH SIDE,2026,20,REAR TO FRONT,1
NEAR SOUTH SIDE,2026,20,SIDESWIPE OPPOSITE DIRECTION,1
NEAR SOUTH SIDE,2026,20,SIDESWIPE SAME DIRECTION,1
NEAR SOUTH SIDE,2026,20,TURNING,3
NEAR SOUTH SIDE,2026,21,ANGLE,2
NEAR SOUTH SIDE,2026,21,PARKED MOTOR VEHICLE,2
NEAR SOUTH SIDE,2026,21,REAR END,2
NEAR SOUTH SIDE,2026,21,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,21,TURNING,1
NEAR SOUTH SIDE,2026,22,ANGLE,1
NEAR SOUTH SIDE,2026,22,REAR TO FRONT,1
NEAR SOUTH SIDE,2026,22,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,22,TURNING,3
NEAR SOUTH SIDE,2026,23,FIXED OBJECT,1
NEAR SOUTH SIDE,2026,23,REAR END,2
NEAR SOUTH SIDE,2026,23,SIDESWIPE SAME DIRECTION,2
NEAR SOUTH SIDE,2026,23,TURNING,1
NEAR WEST SIDE,2014,18,PARKED MOTOR VEHICLE,1
NEAR WEST SIDE,2015,0,OTHER NONCOLLISION,1
NEAR WEST SIDE,2015,0,PARKED MOTOR VEHICLE,2
NEAR WEST SIDE,2015,0,REAR END,1
NEAR WEST SIDE,2015,0,SIDESWIPE SAME DIRECTION,1
NEAR WEST SIDE,2015,1,FIXED OBJECT,1
NEAR WEST SIDE,2015,1,REAR END,3
NEAR WEST SIDE,2015,2,FIXED OBJECT,1
NEAR WEST SIDE,2015,2,REAR END,1
NEAR WEST SIDE,2015,3,FIXED OBJECT,1
NEAR WEST SIDE,2015,3,PARKED MOTOR VEHICLE,1
NEAR WEST SIDE,2015,3,TURNING,1
NEAR WEST SIDE,2015,4,OTHER NONCOLLISION,1
NEAR WEST SIDE,2015,4,PARKED MOTOR VEHICLE,1
NEAR WEST SIDE,2015,4,REAR END,1
NEAR WEST SIDE,2015,6,ANGLE,1
NEAR WEST SIDE,2015,6,FIXED OBJECT,1
NEAR WEST SIDE,2015,6,PEDESTRIAN,3
NEAR WEST SIDE,2015,6,REAR END,3
NEAR WEST SIDE,2015,6,SIDESWIPE SAME DIRECTION,2
NEAR WEST SIDE,2015,6,TURNING,2
NEAR WEST SIDE,2015,7,ANGLE,1
NEAR WEST SIDE,2015,7,FIXED OBJECT,1
NEAR WEST SIDE,2015,7,PARKED MOTOR VEHICLE,2
NEAR WEST SIDE,2015,7,PEDALCYCLIST,2
NEAR WEST SIDE,2015,7,REAR END,3
NEAR WEST SIDE,2015,7,SIDESWIPE SAME DIRECTION,5
NEAR WEST SIDE,2015,7,TURNING,5
NEAR WEST SIDE,2015,8,ANGLE,3
NEAR WEST SIDE,2015,8,PARKED MOTOR VEHICLE,6
NEAR WEST SIDE,2015,8,PEDESTRIAN,2
NEAR WEST SIDE,2015,8,REAR END,6
NEAR WEST SIDE,2015,8,SIDESWIPE SAME DIRECTION,6
NEAR WEST SIDE,2015,8,TURNING,7
NEAR WEST SIDE,2015,9,ANGLE,5
NEAR WEST SIDE,2015,9,PARKED MOTOR VEHICLE,4
NEAR WEST SIDE,2015,9,REAR END,5
NEAR WEST SIDE,2015,9,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2015,9,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2015,9,TURNING,8
NEAR WEST SIDE,2015,10,ANGLE,6
NEAR WEST SIDE,2015,10,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2015,10,REAR END,7
NEAR WEST SIDE,2015,10,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2015,10,SIDESWIPE SAME DIRECTION,3
NEAR WEST SIDE,2015,10,TURNING,4
NEAR WEST SIDE,2015,11,ANGLE,3
NEAR WEST SIDE,2015,11,OTHER OBJECT,1
NEAR WEST SIDE,2015,11,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2015,11,REAR END,11
NEAR WEST SIDE,2015,11,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2015,11,SIDESWIPE SAME DIRECTION,9
NEAR WEST SIDE,2015,11,TURNING,11
NEAR WEST SIDE,2015,12,ANGLE,3
NEAR WEST SIDE,2015,12,HEAD ON,1
NEAR WEST SIDE,2015,12,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2015,12,PEDALCYCLIST,1
NEAR WEST SIDE,2015,12,REAR END,11
NEAR WEST SIDE,2015,12,SIDESWIPE SAME DIRECTION,1
NEAR WEST SIDE,2015,12,TURNING,3
NEAR WEST SIDE,2015,13,ANGLE,1
NEAR WEST SIDE,2015,13,HEAD ON,1
NEAR WEST SIDE,2015,13,PARKED MOTOR VEHICLE,4
NEAR WEST SIDE,2015,13,PEDESTRIAN,1
NEAR WEST SIDE,2015,13,REAR END,10
NEAR WEST SIDE,2015,13,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2015,13,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2015,13,TURNING,4
NEAR WEST SIDE,2015,14,ANGLE,4
NEAR WEST SIDE,2015,14,PARKED MOTOR VEHICLE,10
NEAR WEST SIDE,2015,14,REAR END,11
NEAR WEST SIDE,2015,14,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2015,14,SIDESWIPE SAME DIRECTION,10
NEAR WEST SIDE,2015,14,TURNING,8
NEAR WEST SIDE,2015,15,ANGLE,4
NEAR WEST SIDE,2015,15,PARKED MOTOR VEHICLE,3
NEAR WEST SIDE,2015,15,PEDESTRIAN,1
NEAR WEST SIDE,2015,15,REAR END,14
NEAR WEST SIDE,2015,15,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2015,15,SIDESWIPE SAME DIRECTION,9
NEAR WEST SIDE,2015,15,TURNING,6
NEAR WEST SIDE,2015,16,ANGLE,4
NEAR WEST SIDE,2015,16,PARKED MOTOR VEHICLE,6
NEAR WEST SIDE,2015,16,PEDALCYCLIST,1
NEAR WEST SIDE,2015,16,REAR END,10
NEAR WEST SIDE,2015,16,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2015,16,SIDESWIPE SAME DIRECTION,12
NEAR WEST SIDE,2015,16,TURNING,6
NEAR WEST SIDE,2015,17,ANGLE,6
NEAR WEST SIDE,2015,17,OTHER NONCOLLISION,1
NEAR WEST SIDE,2015,17,PARKED MOTOR VEHICLE,4
NEAR WEST SIDE,2015,17,PEDALCYCLIST,1
NEAR WEST SIDE,2015,17,PEDESTRIAN,1
NEAR WEST SIDE,2015,17,REAR END,15
NEAR WEST SIDE,2015,17,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2015,17,SIDESWIPE SAME DIRECTION,10
NEAR WEST SIDE,2015,17,TURNING,8
NEAR WEST SIDE,2015,18,ANGLE,4
NEAR WEST SIDE,2015,18,PARKED MOTOR VEHICLE,5
NEAR WEST SIDE,2015,18,REAR END,6
NEAR WEST SIDE,2015,18,SIDESWIPE SAME DIRECTION,8
NEAR WEST SIDE,2015,18,TURNING,5
NEAR WEST SIDE,2015,19,ANGLE,3
NEAR WEST SIDE,2015,19,PARKED MOTOR VEHICLE,1
NEAR WEST SIDE,2015,19,REAR END,4
NEAR WEST SIDE,2015,19,SIDESWIPE SAME DIRECTION,2
NEAR WEST SIDE,2015,19,TURNING,2
NEAR WEST SIDE,2015,20,PARKED MOTOR VEHICLE,4
NEAR WEST SIDE,2015,20,REAR END,3
NEAR WEST SIDE,2015,20,SIDESWIPE SAME DIRECTION,3
NEAR WEST SIDE,2015,20,TURNING,5
NEAR WEST SIDE,2015,21,ANGLE,1
NEAR WEST SIDE,2015,21,PARKED MOTOR VEHICLE,6
NEAR WEST SIDE,2015,21,REAR END,2
NEAR WEST SIDE,2015,21,SIDESWIPE SAME DIRECTION,1
NEAR WEST SIDE,2015,21,TURNING,1
NEAR WEST SIDE,2015,22,ANGLE,1
NEAR WEST SIDE,2015,22,REAR END,2
NEAR WEST SIDE,2015,22,SIDESWIPE SAME DIRECTION,3
NEAR WEST SIDE,2015,23,ANGLE,2
NEAR WEST SIDE,2015,23,HEAD ON,1
NEAR WEST SIDE,2015,23,REAR END,3
NEAR WEST SIDE,2015,23,TURNING,1
NEAR WEST SIDE,2016,0,ANGLE,2
NEAR WEST SIDE,2016,0,FIXED OBJECT,2
NEAR WEST SIDE,2016,0,PARKED MOTOR VEHICLE,5
NEAR WEST SIDE,2016,0,PEDALCYCLIST,1
NEAR WEST SIDE,2016,0,PEDESTRIAN,1
NEAR WEST SIDE,2016,0,REAR END,3
NEAR WEST SIDE,2016,0,SIDESWIPE SAME DIRECTION,3
NEAR WEST SIDE,2016,0,TURNING,3
NEAR WEST SIDE,2016,1,ANGLE,3
NEAR WEST SIDE,2016,1,FIXED OBJECT,2
NEAR WEST SIDE,2016,1,HEAD ON,1
NEAR WEST SIDE,2016,1,PARKED MOTOR VEHICLE,6
NEAR WEST SIDE,2016,1,PEDALCYCLIST,1
NEAR WEST SIDE,2016,1,REAR END,3
NEAR WEST SIDE,2016,1,SIDESWIPE SAME DIRECTION,2
NEAR WEST SIDE,2016,1,TURNING,1
NEAR WEST SIDE,2016,2,ANGLE,2
NEAR WEST SIDE,2016,2,FIXED OBJECT,3
NEAR WEST SIDE,2016,2,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2016,2,REAR END,2
NEAR WEST SIDE,2016,2,SIDESWIPE SAME DIRECTION,1
NEAR WEST SIDE,2016,3,ANGLE,2
NEAR WEST SIDE,2016,3,FIXED OBJECT,2
NEAR WEST SIDE,2016,3,PARKED MOTOR VEHICLE,3
NEAR WEST SIDE,2016,3,REAR END,4
NEAR WEST SIDE,2016,4,ANGLE,1
NEAR WEST SIDE,2016,4,FIXED OBJECT,2
NEAR WEST SIDE,2016,4,PARKED MOTOR VEHICLE,3
NEAR WEST SIDE,2016,4,REAR END,4
NEAR WEST SIDE,2016,4,SIDESWIPE SAME DIRECTION,4
NEAR WEST SIDE,2016,5,ANGLE,3
NEAR WEST SIDE,2016,5,FIXED OBJECT,1
NEAR WEST SIDE,2016,5,HEAD ON,1
NEAR WEST SIDE,2016,5,OTHER OBJECT,2
NEAR WEST SIDE,2016,5,PARKED MOTOR VEHICLE,8
NEAR WEST SIDE,2016,5,PEDESTRIAN,1
NEAR WEST SIDE,2016,5,REAR END,5
NEAR WEST SIDE,2016,5,SIDESWIPE SAME DIRECTION,4
NEAR WEST SIDE,2016,5,TURNING,5
NEAR WEST SIDE,2016,6,ANGLE,10
NEAR WEST SIDE,2016,6,FIXED OBJECT,3
NEAR WEST SIDE,2016,6,HEAD ON,1
NEAR WEST SIDE,2016,6,PARKED MOTOR VEHICLE,13
NEAR WEST SIDE,2016,6,PEDESTRIAN,1
NEAR WEST SIDE,2016,6,REAR END,14
NEAR WEST SIDE,2016,6,SIDESWIPE SAME DIRECTION,12
NEAR WEST SIDE,2016,6,TURNING,13
NEAR WEST SIDE,2016,7,ANGLE,15
NEAR WEST SIDE,2016,7,FIXED OBJECT,2
NEAR WEST SIDE,2016,7,OTHER OBJECT,2
NEAR WEST SIDE,2016,7,PARKED MOTOR VEHICLE,16
NEAR WEST SIDE,2016,7,PEDESTRIAN,1
NEAR WEST SIDE,2016,7,REAR END,32
NEAR WEST SIDE,2016,7,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2016,7,SIDESWIPE SAME DIRECTION,31
NEAR WEST SIDE,2016,7,TURNING,21
NEAR WEST SIDE,2016,8,ANGLE,23
NEAR WEST SIDE,2016,8,FIXED OBJECT,6
NEAR WEST SIDE,2016,8,OTHER OBJECT,2
NEAR WEST SIDE,2016,8,PARKED MOTOR VEHICLE,27
NEAR WEST SIDE,2016,8,PEDALCYCLIST,2
NEAR WEST SIDE,2016,8,PEDESTRIAN,2
