COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
PULLMAN,2021,16,PARKED MOTOR VEHICLE,6
PULLMAN,2021,16,REAR END,5
PULLMAN,2021,16,REAR TO REAR,1
PULLMAN,2021,16,SIDESWIPE OPPOSITE DIRECTION,2
PULLMAN,2021,16,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,16,TURNING,3
PULLMAN,2021,17,FIXED OBJECT,3
PULLMAN,2021,17,OTHER OBJECT,1
PULLMAN,2021,17,PARKED MOTOR VEHICLE,8
PULLMAN,2021,17,REAR END,4
PULLMAN,2021,17,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,17,TURNING,2
PULLMAN,2021,18,FIXED OBJECT,1
PULLMAN,2021,18,PARKED MOTOR VEHICLE,1
PULLMAN,2021,18,REAR END,7
PULLMAN,2021,18,REAR TO FRONT,1
PULLMAN,2021,18,SIDESWIPE SAME DIRECTION,3
PULLMAN,2021,18,TURNING,2
PULLMAN,2021,19,ANGLE,1
PULLMAN,2021,19,FIXED OBJECT,1
PULLMAN,2021,19,PARKED MOTOR VEHICLE,4
PULLMAN,2021,19,PEDESTRIAN,1
PULLMAN,2021,19,REAR END,3
PULLMAN,2021,19,REAR TO REAR,1
PULLMAN,2021,19,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2021,19,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,19,TURNING,2
PULLMAN,2021,20,FIXED OBJECT,2
PULLMAN,2021,20,HEAD ON,1
PULLMAN,2021,20,OTHER OBJECT,1
PULLMAN,2021,20,PARKED MOTOR VEHICLE,3
PULLMAN,2021,20,REAR END,4
PULLMAN,2021,20,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2021,20,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,20,TURNING,3
PULLMAN,2021,21,FIXED OBJECT,1
PULLMAN,2021,21,PARKED MOTOR VEHICLE,5
PULLMAN,2021,21,PEDALCYCLIST,1
PULLMAN,2021,21,REAR END,1
PULLMAN,2021,21,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,21,TURNING,1
PULLMAN,2021,22,HEAD ON,2
PULLMAN,2021,22,PARKED MOTOR VEHICLE,7
PULLMAN,2021,22,REAR END,5
PULLMAN,2021,22,REAR TO FRONT,2
PULLMAN,2021,22,REAR TO SIDE,1
PULLMAN,2021,22,TURNING,1
PULLMAN,2021,23,FIXED OBJECT,3
PULLMAN,2021,23,PARKED MOTOR VEHICLE,1
PULLMAN,2021,23,REAR END,1
PULLMAN,2021,23,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,23,TURNING,2
PULLMAN,2022,0,FIXED OBJECT,4
PULLMAN,2022,0,OTHER NONCOLLISION,1
PULLMAN,2022,0,PARKED MOTOR VEHICLE,4
PULLMAN,2022,0,REAR END,1
PULLMAN,2022,0,TURNING,2
PULLMAN,2022,1,PARKED MOTOR VEHICLE,6
PULLMAN,2022,1,REAR END,3
PULLMAN,2022,1,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2022,1,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,3,PARKED MOTOR VEHICLE,3
PULLMAN,2022,4,FIXED OBJECT,3
PULLMAN,2022,4,PARKED MOTOR VEHICLE,1
PULLMAN,2022,5,ANIMAL,1
PULLMAN,2022,5,FIXED OBJECT,1
PULLMAN,2022,5,PARKED MOTOR VEHICLE,2
PULLMAN,2022,5,REAR END,1
PULLMAN,2022,5,TURNING,1
PULLMAN,2022,6,FIXED OBJECT,1
PULLMAN,2022,6,PARKED MOTOR VEHICLE,3
PULLMAN,2022,6,REAR END,2
PULLMAN,2022,6,TURNING,3
PULLMAN,2022,7,ANGLE,1
PULLMAN,2022,7,FIXED OBJECT,1
PULLMAN,2022,7,OTHER OBJECT,1
PULLMAN,2022,7,PARKED MOTOR VEHICLE,4
PULLMAN,2022,7,PEDESTRIAN,1
PULLMAN,2022,7,REAR END,4
PULLMAN,2022,7,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,7,TURNING,4
PULLMAN,2022,8,FIXED OBJECT,1
PULLMAN,2022,8,PARKED MOTOR VEHICLE,9
PULLMAN,2022,8,REAR END,6
PULLMAN,2022,8,SIDESWIPE SAME DIRECTION,3
PULLMAN,2022,8,TURNING,4
PULLMAN,2022,9,FIXED OBJECT,2
PULLMAN,2022,9,OTHER OBJECT,1
PULLMAN,2022,9,PARKED MOTOR VEHICLE,5
PULLMAN,2022,9,REAR END,2
PULLMAN,2022,9,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,9,TURNING,5
PULLMAN,2022,10,ANGLE,2
PULLMAN,2022,10,FIXED OBJECT,1
PULLMAN,2022,10,PARKED MOTOR VEHICLE,6
PULLMAN,2022,10,REAR TO FRONT,1
PULLMAN,2022,10,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2022,10,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,10,TURNING,2
PULLMAN,2022,11,ANGLE,1
PULLMAN,2022,11,PARKED MOTOR VEHICLE,8
PULLMAN,2022,11,REAR END,5
PULLMAN,2022,11,REAR TO REAR,1
PULLMAN,2022,11,SIDESWIPE SAME DIRECTION,3
PULLMAN,2022,11,TURNING,9
PULLMAN,2022,12,ANIMAL,1
PULLMAN,2022,12,FIXED OBJECT,1
PULLMAN,2022,12,PARKED MOTOR VEHICLE,12
PULLMAN,2022,12,REAR END,3
PULLMAN,2022,12,SIDESWIPE SAME DIRECTION,3
PULLMAN,2022,12,TURNING,3
PULLMAN,2022,13,ANGLE,4
PULLMAN,2022,13,FIXED OBJECT,1
PULLMAN,2022,13,PARKED MOTOR VEHICLE,3
PULLMAN,2022,13,PEDESTRIAN,1
PULLMAN,2022,13,REAR END,4
PULLMAN,2022,13,REAR TO FRONT,3
PULLMAN,2022,13,SIDESWIPE SAME DIRECTION,4
PULLMAN,2022,13,TURNING,3
PULLMAN,2022,14,ANGLE,1
PULLMAN,2022,14,FIXED OBJECT,2
PULLMAN,2022,14,PARKED MOTOR VEHICLE,7
PULLMAN,2022,14,PEDESTRIAN,1
PULLMAN,2022,14,REAR END,5
PULLMAN,2022,14,REAR TO SIDE,1
PULLMAN,2022,14,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,14,TURNING,6
PULLMAN,2022,15,ANGLE,2
PULLMAN,2022,15,FIXED OBJECT,6
PULLMAN,2022,15,PARKED MOTOR VEHICLE,8
PULLMAN,2022,15,REAR END,6
PULLMAN,2022,15,REAR TO FRONT,1
PULLMAN,2022,15,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,15,TURNING,2
PULLMAN,2022,16,ANGLE,2
PULLMAN,2022,16,FIXED OBJECT,1
PULLMAN,2022,16,PARKED MOTOR VEHICLE,8
PULLMAN,2022,16,PEDALCYCLIST,1
PULLMAN,2022,16,REAR END,4
PULLMAN,2022,16,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,16,TURNING,6
PULLMAN,2022,17,ANGLE,2
PULLMAN,2022,17,OTHER OBJECT,1
PULLMAN,2022,17,PARKED MOTOR VEHICLE,4
PULLMAN,2022,17,PEDESTRIAN,1
PULLMAN,2022,17,REAR END,4
PULLMAN,2022,17,REAR TO SIDE,2
PULLMAN,2022,17,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,17,TURNING,3
PULLMAN,2022,18,FIXED OBJECT,1
PULLMAN,2022,18,HEAD ON,1
PULLMAN,2022,18,OTHER NONCOLLISION,1
PULLMAN,2022,18,PARKED MOTOR VEHICLE,5
PULLMAN,2022,18,PEDALCYCLIST,1
PULLMAN,2022,18,REAR END,1
PULLMAN,2022,18,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2022,18,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,18,TURNING,3
PULLMAN,2022,19,ANGLE,2
PULLMAN,2022,19,OTHER OBJECT,1
PULLMAN,2022,19,PARKED MOTOR VEHICLE,5
PULLMAN,2022,19,PEDESTRIAN,1
PULLMAN,2022,19,REAR END,1
PULLMAN,2022,19,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,19,TURNING,1
PULLMAN,2022,20,FIXED OBJECT,1
PULLMAN,2022,20,PARKED MOTOR VEHICLE,2
PULLMAN,2022,20,REAR END,3
PULLMAN,2022,20,REAR TO SIDE,1
PULLMAN,2022,20,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2022,20,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,20,TURNING,2
PULLMAN,2022,21,ANGLE,1
PULLMAN,2022,21,FIXED OBJECT,1
PULLMAN,2022,21,PARKED MOTOR VEHICLE,4
PULLMAN,2022,21,REAR END,1
PULLMAN,2022,21,REAR TO SIDE,1
PULLMAN,2022,21,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,21,TURNING,3
PULLMAN,2022,22,OTHER NONCOLLISION,1
PULLMAN,2022,22,PARKED MOTOR VEHICLE,3
PULLMAN,2022,22,REAR END,3
PULLMAN,2022,22,SIDESWIPE SAME DIRECTION,2
PULLMAN,2022,23,ANGLE,1
PULLMAN,2022,23,PARKED MOTOR VEHICLE,2
PULLMAN,2022,23,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2022,23,SIDESWIPE SAME DIRECTION,1
PULLMAN,2022,23,TURNING,1
PULLMAN,2023,0,FIXED OBJECT,3
PULLMAN,2023,0,PARKED MOTOR VEHICLE,1
PULLMAN,2023,0,TURNING,1
PULLMAN,2023,1,FIXED OBJECT,1
PULLMAN,2023,1,PARKED MOTOR VEHICLE,2
PULLMAN,2023,1,TURNING,2
PULLMAN,2023,2,FIXED OBJECT,1
PULLMAN,2023,2,PARKED MOTOR VEHICLE,1
PULLMAN,2023,3,ANGLE,2
PULLMAN,2023,3,FIXED OBJECT,1
PULLMAN,2023,3,OTHER NONCOLLISION,1
PULLMAN,2023,3,PARKED MOTOR VEHICLE,1
PULLMAN,2023,4,FIXED OBJECT,2
PULLMAN,2023,4,PARKED MOTOR VEHICLE,2
PULLMAN,2023,4,REAR END,2
PULLMAN,2023,5,REAR END,1
PULLMAN,2023,5,REAR TO SIDE,1
PULLMAN,2023,5,TURNING,1
PULLMAN,2023,6,PARKED MOTOR VEHICLE,3
PULLMAN,2023,6,TURNING,1
PULLMAN,2023,7,ANGLE,1
PULLMAN,2023,7,PARKED MOTOR VEHICLE,4
PULLMAN,2023,7,PEDESTRIAN,1
PULLMAN,2023,7,REAR END,1
PULLMAN,2023,7,SIDESWIPE SAME DIRECTION,2
PULLMAN,2023,7,TURNING,2
PULLMAN,2023,8,ANGLE,1
PULLMAN,2023,8,PARKED MOTOR VEHICLE,2
PULLMAN,2023,8,PEDESTRIAN,1
PULLMAN,2023,8,REAR END,4
PULLMAN,2023,8,REAR TO FRONT,1
PULLMAN,2023,8,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,8,TURNING,5
PULLMAN,2023,9,ANGLE,2
PULLMAN,2023,9,FIXED OBJECT,3
PULLMAN,2023,9,PARKED MOTOR VEHICLE,3
PULLMAN,2023,9,REAR END,3
PULLMAN,2023,9,REAR TO FRONT,1
PULLMAN,2023,9,REAR TO SIDE,1
PULLMAN,2023,9,SIDESWIPE OPPOSITE DIRECTION,2
PULLMAN,2023,9,SIDESWIPE SAME DIRECTION,3
PULLMAN,2023,9,TURNING,3
PULLMAN,2023,10,ANGLE,2
PULLMAN,2023,10,FIXED OBJECT,1
PULLMAN,2023,10,PARKED MOTOR VEHICLE,4
PULLMAN,2023,10,REAR END,1
PULLMAN,2023,10,REAR TO REAR,1
PULLMAN,2023,10,TURNING,4
PULLMAN,2023,11,FIXED OBJECT,1
PULLMAN,2023,11,OTHER NONCOLLISION,1
PULLMAN,2023,11,OTHER OBJECT,1
PULLMAN,2023,11,PARKED MOTOR VEHICLE,1
PULLMAN,2023,11,REAR END,2
PULLMAN,2023,11,REAR TO REAR,1
PULLMAN,2023,11,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,11,TURNING,2
PULLMAN,2023,12,ANGLE,1
PULLMAN,2023,12,FIXED OBJECT,1
PULLMAN,2023,12,PARKED MOTOR VEHICLE,5
PULLMAN,2023,12,PEDESTRIAN,1
PULLMAN,2023,12,REAR END,6
PULLMAN,2023,12,REAR TO FRONT,1
PULLMAN,2023,12,REAR TO SIDE,2
PULLMAN,2023,12,SIDESWIPE SAME DIRECTION,2
PULLMAN,2023,12,TURNING,2
PULLMAN,2023,13,ANGLE,3
PULLMAN,2023,13,FIXED OBJECT,1
PULLMAN,2023,13,OTHER OBJECT,1
PULLMAN,2023,13,PARKED MOTOR VEHICLE,7
PULLMAN,2023,13,REAR END,2
PULLMAN,2023,13,REAR TO REAR,1
PULLMAN,2023,13,REAR TO SIDE,1
PULLMAN,2023,13,SIDESWIPE SAME DIRECTION,3
PULLMAN,2023,13,TURNING,3
PULLMAN,2023,14,ANGLE,1
PULLMAN,2023,14,FIXED OBJECT,2
PULLMAN,2023,14,PARKED MOTOR VEHICLE,8
PULLMAN,2023,14,PEDESTRIAN,1
PULLMAN,2023,14,REAR END,3
PULLMAN,2023,14,REAR TO FRONT,1
PULLMAN,2023,14,REAR TO SIDE,1
PULLMAN,2023,14,SIDESWIPE SAME DIRECTION,3
PULLMAN,2023,14,TURNING,1
PULLMAN,2023,15,ANGLE,1
PULLMAN,2023,15,OTHER OBJECT,1
PULLMAN,2023,15,PARKED MOTOR VEHICLE,5
PULLMAN,2023,15,REAR END,4
PULLMAN,2023,15,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,15,TURNING,3
PULLMAN,2023,16,ANGLE,1
PULLMAN,2023,16,FIXED OBJECT,1
PULLMAN,2023,16,PARKED MOTOR VEHICLE,3
PULLMAN,2023,16,REAR END,2
PULLMAN,2023,16,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,16,TURNING,2
PULLMAN,2023,17,ANGLE,5
PULLMAN,2023,17,FIXED OBJECT,1
PULLMAN,2023,17,HEAD ON,1
PULLMAN,2023,17,PARKED MOTOR VEHICLE,8
PULLMAN,2023,17,PEDESTRIAN,1
PULLMAN,2023,17,REAR END,3
PULLMAN,2023,17,REAR TO FRONT,1
PULLMAN,2023,17,SIDESWIPE SAME DIRECTION,3
PULLMAN,2023,17,TURNING,8
PULLMAN,2023,18,ANGLE,2
PULLMAN,2023,18,FIXED OBJECT,2
PULLMAN,2023,18,PARKED MOTOR VEHICLE,5
PULLMAN,2023,18,PEDESTRIAN,1
PULLMAN,2023,18,REAR END,6
PULLMAN,2023,18,TURNING,5
PULLMAN,2023,19,FIXED OBJECT,1
PULLMAN,2023,19,OTHER OBJECT,1
PULLMAN,2023,19,PARKED MOTOR VEHICLE,4
PULLMAN,2023,19,PEDESTRIAN,1
PULLMAN,2023,19,REAR END,3
PULLMAN,2023,19,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,19,TURNING,3
PULLMAN,2023,20,ANGLE,3
PULLMAN,2023,20,PARKED MOTOR VEHICLE,3
PULLMAN,2023,20,REAR END,1
PULLMAN,2023,20,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,20,TURNING,3
PULLMAN,2023,21,PARKED MOTOR VEHICLE,3
PULLMAN,2023,21,REAR END,2
PULLMAN,2023,21,REAR TO FRONT,1
PULLMAN,2023,21,TURNING,4
PULLMAN,2023,22,ANGLE,1
PULLMAN,2023,22,FIXED OBJECT,2
PULLMAN,2023,22,PARKED MOTOR VEHICLE,2
PULLMAN,2023,22,REAR END,2
PULLMAN,2023,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,22,TURNING,2
PULLMAN,2023,23,ANGLE,1
PULLMAN,2023,23,PARKED MOTOR VEHICLE,4
PULLMAN,2023,23,PEDALCYCLIST,1
PULLMAN,2023,23,REAR END,2
PULLMAN,2023,23,SIDESWIPE SAME DIRECTION,1
PULLMAN,2023,23,TURNING,2
PULLMAN,2024,0,PARKED MOTOR VEHICLE,1
PULLMAN,2024,0,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,0,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,1,FIXED OBJECT,2
PULLMAN,2024,1,OTHER OBJECT,1
PULLMAN,2024,1,PARKED MOTOR VEHICLE,1
PULLMAN,2024,2,PARKED MOTOR VEHICLE,1
PULLMAN,2024,2,TURNING,1
PULLMAN,2024,3,FIXED OBJECT,2
PULLMAN,2024,3,PARKED MOTOR VEHICLE,2
PULLMAN,2024,3,REAR END,1
PULLMAN,2024,4,FIXED OBJECT,2
PULLMAN,2024,4,PARKED MOTOR VEHICLE,2
PULLMAN,2024,4,REAR END,2
PULLMAN,2024,5,ANGLE,1
PULLMAN,2024,5,FIXED OBJECT,2
PULLMAN,2024,5,PARKED MOTOR VEHICLE,2
PULLMAN,2024,5,REAR END,1
PULLMAN,2024,6,FIXED OBJECT,1
PULLMAN,2024,6,OTHER OBJECT,1
PULLMAN,2024,6,PARKED MOTOR VEHICLE,2
PULLMAN,2024,6,REAR END,2
PULLMAN,2024,6,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,6,TURNING,1
PULLMAN,2024,7,ANGLE,2
PULLMAN,2024,7,FIXED OBJECT,1
PULLMAN,2024,7,HEAD ON,1
PULLMAN,2024,7,OTHER OBJECT,1
PULLMAN,2024,7,PARKED MOTOR VEHICLE,3
PULLMAN,2024,7,PEDALCYCLIST,1
PULLMAN,2024,7,REAR END,2
PULLMAN,2024,7,REAR TO FRONT,1
PULLMAN,2024,7,SIDESWIPE SAME DIRECTION,2
PULLMAN,2024,7,TURNING,1
PULLMAN,2024,8,ANGLE,3
PULLMAN,2024,8,OTHER OBJECT,1
PULLMAN,2024,8,PARKED MOTOR VEHICLE,6
PULLMAN,2024,8,REAR END,3
PULLMAN,2024,8,REAR TO FRONT,1
PULLMAN,2024,8,REAR TO REAR,1
PULLMAN,2024,8,SIDESWIPE SAME DIRECTION,6
PULLMAN,2024,8,TURNING,7
PULLMAN,2024,9,ANGLE,2
PULLMAN,2024,9,FIXED OBJECT,4
PULLMAN,2024,9,PARKED MOTOR VEHICLE,4
PULLMAN,2024,9,PEDESTRIAN,1
PULLMAN,2024,9,REAR END,4
PULLMAN,2024,9,REAR TO REAR,1
PULLMAN,2024,9,SIDESWIPE SAME DIRECTION,5
PULLMAN,2024,9,TURNING,2
PULLMAN,2024,10,ANGLE,1
PULLMAN,2024,10,FIXED OBJECT,1
PULLMAN,2024,10,PARKED MOTOR VEHICLE,3
PULLMAN,2024,10,REAR END,5
PULLMAN,2024,10,REAR TO FRONT,1
PULLMAN,2024,10,SIDESWIPE SAME DIRECTION,3
PULLMAN,2024,10,TURNING,6
PULLMAN,2024,11,PARKED MOTOR VEHICLE,6
PULLMAN,2024,11,REAR END,5
PULLMAN,2024,11,REAR TO REAR,3
PULLMAN,2024,11,REAR TO SIDE,1
PULLMAN,2024,11,SIDESWIPE SAME DIRECTION,2
PULLMAN,2024,11,TURNING,3
PULLMAN,2024,12,ANGLE,3
PULLMAN,2024,12,PARKED MOTOR VEHICLE,9
PULLMAN,2024,12,REAR END,3
PULLMAN,2024,12,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,12,SIDESWIPE SAME DIRECTION,9
PULLMAN,2024,12,TURNING,4
PULLMAN,2024,13,ANGLE,3
PULLMAN,2024,13,HEAD ON,1
PULLMAN,2024,13,PARKED MOTOR VEHICLE,8
PULLMAN,2024,13,REAR END,5
PULLMAN,2024,13,REAR TO FRONT,1
PULLMAN,2024,13,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,13,SIDESWIPE SAME DIRECTION,3
PULLMAN,2024,13,TURNING,6
PULLMAN,2024,14,ANGLE,1
PULLMAN,2024,14,OTHER OBJECT,1
PULLMAN,2024,14,PARKED MOTOR VEHICLE,10
PULLMAN,2024,14,PEDESTRIAN,1
PULLMAN,2024,14,REAR END,6
PULLMAN,2024,14,REAR TO FRONT,1
PULLMAN,2024,14,SIDESWIPE SAME DIRECTION,5
PULLMAN,2024,14,TURNING,4
PULLMAN,2024,15,ANGLE,1
PULLMAN,2024,15,FIXED OBJECT,2
PULLMAN,2024,15,OTHER OBJECT,1
PULLMAN,2024,15,PARKED MOTOR VEHICLE,7
PULLMAN,2024,15,REAR END,7
PULLMAN,2024,15,REAR TO FRONT,2
PULLMAN,2024,15,REAR TO REAR,1
PULLMAN,2024,15,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,15,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,15,TURNING,7
PULLMAN,2024,16,ANGLE,1
PULLMAN,2024,16,OTHER OBJECT,1
PULLMAN,2024,16,PARKED MOTOR VEHICLE,9
PULLMAN,2024,16,REAR END,6
PULLMAN,2024,16,REAR TO SIDE,1
PULLMAN,2024,16,SIDESWIPE SAME DIRECTION,6
PULLMAN,2024,16,TURNING,6
PULLMAN,2024,17,ANGLE,1
PULLMAN,2024,17,FIXED OBJECT,1
PULLMAN,2024,17,PARKED MOTOR VEHICLE,4
PULLMAN,2024,17,PEDESTRIAN,1
PULLMAN,2024,17,REAR END,6
PULLMAN,2024,17,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,17,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,17,TURNING,4
PULLMAN,2024,18,ANGLE,1
PULLMAN,2024,18,FIXED OBJECT,2
PULLMAN,2024,18,PARKED MOTOR VEHICLE,6
PULLMAN,2024,18,PEDESTRIAN,1
PULLMAN,2024,18,REAR END,1
PULLMAN,2024,18,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,18,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,18,TURNING,5
PULLMAN,2024,19,ANGLE,1
PULLMAN,2024,19,FIXED OBJECT,2
PULLMAN,2024,19,PARKED MOTOR VEHICLE,5
PULLMAN,2024,19,REAR END,3
PULLMAN,2024,19,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2024,19,SIDESWIPE SAME DIRECTION,3
PULLMAN,2024,19,TURNING,2
PULLMAN,2024,20,PARKED MOTOR VEHICLE,2
PULLMAN,2024,20,REAR END,3
PULLMAN,2024,20,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,20,TURNING,2
PULLMAN,2024,21,ANGLE,2
PULLMAN,2024,21,FIXED OBJECT,1
PULLMAN,2024,21,HEAD ON,2
PULLMAN,2024,21,PARKED MOTOR VEHICLE,1
PULLMAN,2024,21,PEDESTRIAN,1
PULLMAN,2024,21,REAR END,2
PULLMAN,2024,21,TURNING,1
PULLMAN,2024,22,FIXED OBJECT,1
PULLMAN,2024,22,PARKED MOTOR VEHICLE,5
PULLMAN,2024,22,REAR END,1
PULLMAN,2024,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2024,22,TURNING,1
PULLMAN,2024,23,FIXED OBJECT,1
PULLMAN,2024,23,OTHER NONCOLLISION,1
PULLMAN,2024,23,PARKED MOTOR VEHICLE,3
PULLMAN,2025,0,ANGLE,1
PULLMAN,2025,0,FIXED OBJECT,1
PULLMAN,2025,0,OTHER OBJECT,1
PULLMAN,2025,0,PARKED MOTOR VEHICLE,2
PULLMAN,2025,0,SIDESWIPE SAME DIRECTION,1
PULLMAN,2025,1,FIXED OBJECT,1
PULLMAN,2025,1,HEAD ON,1
PULLMAN,2025,1,PARKED MOTOR VEHICLE,3
PULLMAN,2025,1,REAR END,1
PULLMAN,2025,2,FIXED OBJECT,1
PULLMAN,2025,2,OTHER OBJECT,1
PULLMAN,2025,2,PARKED MOTOR VEHICLE,2
PULLMAN,2025,2,REAR END,1
PULLMAN,2025,2,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2025,3,PARKED MOTOR VEHICLE,3
PULLMAN,2025,4,FIXED OBJECT,1
PULLMAN,2025,4,PARKED MOTOR VEHICLE,1
PULLMAN,2025,4,REAR TO FRONT,1
PULLMAN,2025,5,ANGLE,1
PULLMAN,2025,5,FIXED OBJECT,1
PULLMAN,2025,5,REAR END,2
PULLMAN,2025,5,TURNING,1
PULLMAN,2025,6,ANGLE,2
PULLMAN,2025,6,FIXED OBJECT,3
PULLMAN,2025,6,OTHER OBJECT,1
PULLMAN,2025,6,PARKED MOTOR VEHICLE,7
PULLMAN,2025,6,REAR END,2
PULLMAN,2025,6,TURNING,4
PULLMAN,2025,7,ANGLE,2
PULLMAN,2025,7,OTHER OBJECT,1
PULLMAN,2025,7,PARKED MOTOR VEHICLE,2
PULLMAN,2025,7,REAR END,4
PULLMAN,2025,7,REAR TO SIDE,1
PULLMAN,2025,7,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2025,7,SIDESWIPE SAME DIRECTION,1
PULLMAN,2025,7,TURNING,3
PULLMAN,2025,8,ANGLE,2
PULLMAN,2025,8,FIXED OBJECT,2
PULLMAN,2025,8,OTHER NONCOLLISION,1
PULLMAN,2025,8,OTHER OBJECT,1
PULLMAN,2025,8,PARKED MOTOR VEHICLE,8
PULLMAN,2025,8,REAR END,4
PULLMAN,2025,8,REAR TO SIDE,1
PULLMAN,2025,8,SIDESWIPE SAME DIRECTION,7
PULLMAN,2025,8,TURNING,6
PULLMAN,2025,9,ANGLE,4
PULLMAN,2025,9,FIXED OBJECT,3
PULLMAN,2025,9,OTHER OBJECT,1
PULLMAN,2025,9,REAR END,3
PULLMAN,2025,9,REAR TO FRONT,1
PULLMAN,2025,9,REAR TO SIDE,1
PULLMAN,2025,9,SIDESWIPE SAME DIRECTION,7
PULLMAN,2025,9,TURNING,5
PULLMAN,2025,10,ANGLE,2
PULLMAN,2025,10,PARKED MOTOR VEHICLE,4
PULLMAN,2025,10,REAR END,1
PULLMAN,2025,10,SIDESWIPE SAME DIRECTION,2
PULLMAN,2025,10,TURNING,6
PULLMAN,2025,11,ANGLE,3
PULLMAN,2025,11,ANIMAL,1
PULLMAN,2025,11,FIXED OBJECT,3
PULLMAN,2025,11,PARKED MOTOR VEHICLE,5
PULLMAN,2025,11,REAR END,8
PULLMAN,2025,11,REAR TO FRONT,2
PULLMAN,2025,11,SIDESWIPE SAME DIRECTION,2
PULLMAN,2025,11,TURNING,3
PULLMAN,2025,12,FIXED OBJECT,2
PULLMAN,2025,12,OTHER OBJECT,2
PULLMAN,2025,12,PARKED MOTOR VEHICLE,9
PULLMAN,2025,12,PEDESTRIAN,1
PULLMAN,2025,12,REAR END,3
PULLMAN,2025,12,REAR TO FRONT,1
PULLMAN,2025,12,REAR TO REAR,1
PULLMAN,2025,12,REAR TO SIDE,1
PULLMAN,2025,12,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2025,12,SIDESWIPE SAME DIRECTION,4
PULLMAN,2025,12,TURNING,2
PULLMAN,2025,13,ANGLE,2
PULLMAN,2025,13,PARKED MOTOR VEHICLE,6
PULLMAN,2025,13,REAR END,6
PULLMAN,2025,13,REAR TO SIDE,1
PULLMAN,2025,13,SIDESWIPE OPPOSITE DIRECTION,2
PULLMAN,2025,13,SIDESWIPE SAME DIRECTION,3
PULLMAN,2025,13,TURNING,4
PULLMAN,2025,14,ANGLE,5
PULLMAN,2025,14,PARKED MOTOR VEHICLE,7
PULLMAN,2025,14,PEDESTRIAN,1
PULLMAN,2025,14,REAR END,3
PULLMAN,2025,14,REAR TO FRONT,2
PULLMAN,2025,14,TURNING,3
PULLMAN,2025,15,ANGLE,2
PULLMAN,2025,15,FIXED OBJECT,1
PULLMAN,2025,15,OTHER NONCOLLISION,1
PULLMAN,2025,15,PARKED MOTOR VEHICLE,6
PULLMAN,2025,15,REAR END,8
PULLMAN,2025,15,REAR TO FRONT,1
PULLMAN,2025,15,REAR TO SIDE,1
PULLMAN,2025,15,SIDESWIPE OPPOSITE DIRECTION,1
